address,name,kind,confidence,evidence_artifact,notes
0x02003c84,sub_02003c84,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02003cb4,sub_02003cb4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02003cfc,sub_02003cfc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02003dc8,sub_02003dc8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02003f8c,sub_02003f8c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004054,sub_02004054,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020041c8,sub_020041c8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020041e4,sub_020041e4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004200,sub_02004200,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004218,sub_02004218,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004260,sub_02004260,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020042a4,sub_020042a4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020042f4,sub_020042f4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004338,sub_02004338,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020043d4,sub_020043d4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004498,sub_02004498,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020044e0,sub_020044e0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020045b0,sub_020045b0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020045e8,sub_020045e8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004608,sub_02004608,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004628,sub_02004628,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004674,sub_02004674,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020046d4,sub_020046d4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020046fc,sub_020046fc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004740,sub_02004740,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200478c,sub_0200478c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004844,sub_02004844,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004884,sub_02004884,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020048d8,sub_020048d8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004904,sub_02004904,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004950,sub_02004950,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004998,sub_02004998,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004af0,sub_02004af0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02004b38,sub_02004b38,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020051a8,sub_020051a8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02005214,sub_02005214,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02005248,sub_02005248,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200525c,sub_0200525c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200532c,sub_0200532c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020053e0,sub_020053e0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200579c,sub_0200579c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02005870,sub_02005870,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02005978,sub_02005978,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02005a38,sub_02005a38,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02005e88,sub_02005e88,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200641c,sub_0200641c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020066ac,sub_020066ac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020068cc,sub_020068cc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02006adc,sub_02006adc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02006cec,sub_02006cec,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007a0c,sub_02007a0c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007aa4,sub_02007aa4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007ad4,sub_02007ad4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007b04,sub_02007b04,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007b1c,sub_02007b1c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007b50,sub_02007b50,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007b64,sub_02007b64,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007be0,sub_02007be0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007cb4,sub_02007cb4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007d28,sub_02007d28,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007d9c,sub_02007d9c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007e2c,sub_02007e2c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007f24,sub_02007f24,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007f60,sub_02007f60,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007fa4,sub_02007fa4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02007ffc,sub_02007ffc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200807c,sub_0200807c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020080f0,sub_020080f0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020081dc,sub_020081dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020081f4,sub_020081f4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008214,sub_02008214,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008294,sub_02008294,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008330,sub_02008330,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020083f8,sub_020083f8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008424,sub_02008424,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008450,sub_02008450,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008484,sub_02008484,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020084b0,sub_020084b0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020084dc,sub_020084dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008504,sub_02008504,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008530,sub_02008530,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200855c,sub_0200855c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008584,sub_02008584,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020086b0,sub_020086b0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020086f4,sub_020086f4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008738,sub_02008738,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008760,sub_02008760,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020087cc,sub_020087cc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020087f8,sub_020087f8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008824,sub_02008824,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008848,sub_02008848,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008894,sub_02008894,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020088c0,sub_020088c0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020088ec,sub_020088ec,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008900,sub_02008900,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008960,sub_02008960,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200898c,sub_0200898c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020089b8,sub_020089b8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020089cc,sub_020089cc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020089ec,sub_020089ec,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008a0c,sub_02008a0c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008a78,sub_02008a78,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008aa4,sub_02008aa4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008ad8,sub_02008ad8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008b1c,sub_02008b1c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008b60,sub_02008b60,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008c68,sub_02008c68,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008cac,sub_02008cac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008cf0,sub_02008cf0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008d20,sub_02008d20,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008d8c,sub_02008d8c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008db8,sub_02008db8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008dec,sub_02008dec,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008e6c,sub_02008e6c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008ea0,sub_02008ea0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008edc,sub_02008edc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008f40,sub_02008f40,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02008fb0,sub_02008fb0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020091a4,sub_020091a4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020091d0,sub_020091d0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009258,sub_02009258,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009280,sub_02009280,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020092c4,sub_020092c4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009308,sub_02009308,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009448,sub_02009448,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009474,sub_02009474,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020094a0,sub_020094a0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020094c4,sub_020094c4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200950c,sub_0200950c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009538,sub_02009538,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009584,sub_02009584,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009598,sub_02009598,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020095b0,sub_020095b0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020095c8,sub_020095c8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020095e0,sub_020095e0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020095f8,sub_020095f8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009610,sub_02009610,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009628,sub_02009628,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009640,sub_02009640,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009660,sub_02009660,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009678,sub_02009678,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009690,sub_02009690,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020096a8,sub_020096a8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020096bc,sub_020096bc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020096d4,sub_020096d4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020096ec,sub_020096ec,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009700,sub_02009700,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009718,sub_02009718,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009730,sub_02009730,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009748,sub_02009748,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009768,sub_02009768,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020097a8,sub_020097a8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020097d8,sub_020097d8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009838,sub_02009838,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009898,sub_02009898,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020098cc,sub_020098cc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020098f0,sub_020098f0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009954,sub_02009954,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x020099dc,sub_020099dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009a1c,sub_02009a1c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009a6c,sub_02009a6c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009ab4,sub_02009ab4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009b08,sub_02009b08,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009b58,sub_02009b58,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009ba8,sub_02009ba8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009bf0,sub_02009bf0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009c40,sub_02009c40,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009c7c,sub_02009c7c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009cd0,sub_02009cd0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009d14,sub_02009d14,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009d34,sub_02009d34,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009d74,sub_02009d74,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009dc4,sub_02009dc4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009e0c,sub_02009e0c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009e5c,sub_02009e5c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009e84,sub_02009e84,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009ed8,sub_02009ed8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009efc,sub_02009efc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009f20,sub_02009f20,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02009fa8,sub_02009fa8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a0a4,sub_0200a0a4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a148,sub_0200a148,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a1a8,sub_0200a1a8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a324,sub_0200a324,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a3ac,sub_0200a3ac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a46c,sub_0200a46c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a50c,sub_0200a50c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a528,sub_0200a528,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a718,sub_0200a718,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a728,sub_0200a728,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a764,sub_0200a764,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200a7dc,sub_0200a7dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200aa60,sub_0200aa60,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200aab4,sub_0200aab4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200ab10,sub_0200ab10,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200ab64,sub_0200ab64,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200abbc,sub_0200abbc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200ac24,sub_0200ac24,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200ac8c,sub_0200ac8c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b5c0,sub_0200b5c0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b634,sub_0200b634,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b668,sub_0200b668,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b700,sub_0200b700,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b724,sub_0200b724,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b760,sub_0200b760,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b874,sub_0200b874,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b8a8,sub_0200b8a8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b8dc,sub_0200b8dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b900,sub_0200b900,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b934,sub_0200b934,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b974,sub_0200b974,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200b9bc,sub_0200b9bc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200ba24,sub_0200ba24,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200ba48,sub_0200ba48,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200bd78,sub_0200bd78,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200bdac,sub_0200bdac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200be00,sub_0200be00,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200be14,sub_0200be14,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200bf20,sub_0200bf20,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200bf58,sub_0200bf58,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c06c,sub_0200c06c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c124,sub_0200c124,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c148,sub_0200c148,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c1e4,sub_0200c1e4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c240,sub_0200c240,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c254,sub_0200c254,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c280,sub_0200c280,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c2ac,sub_0200c2ac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c3bc,sub_0200c3bc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c3e0,sub_0200c3e0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c45c,sub_0200c45c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c470,sub_0200c470,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0200c678,sub_0200c678,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
